단어,positive,negative,그룹
필히,1,0,KT
한여름,1,0,KT
약과,1,2,KT
전화선,5,4,KT
큰방,1,0,KT
사무소,2,0,KT
이보,1,0,KT
이질,1,0,KT
오시,2,0,KT
에듀넷,2,0,KT
산간,2,0,KT
위엄,2,0,KT
배서,0,2,KT
당기다,0,2,KT
포티,0,1,KT
시약,1,0,KT
싸매다,2,0,KT
너았네요감사합니다,1,0,KT
너았네요,1,0,KT
감사합니다퀌텀,1,0,KT
퀌텀,1,0,KT
편히,4,6,KT
여유검소겸손행복넵,2,0,KT
승강장,2,0,KT
에쿠우스를,2,0,KT
고 온,3,0,KT
살인,6,0,KT
그치,2,0,KT
카말랭이,0,2,KT
황교안,1,4,KT
도교,0,2,KT
교안,0,2,KT
초코,7,1,KT
협치니,4,0,KT
화합,5,0,KT
딴소리,11,0,KT
홈런왕,6,0,KT
배출,2,0,KT
공인구,4,0,KT
풀이,3,0,KT
간접,5,0,KT
패트릭,2,0,KT
등번호,2,0,KT
샌더스,2,0,KT
아치,3,0,KT
탈환,2,0,KT
견제,3,0,KT
한유,3,0,KT
박병호,2,0,KT
생산력,2,0,KT
무시무시,2,0,KT
김재환,2,0,KT
프리에이전트,3,0,KT
히피,2,0,KT
쿠팡템,2,0,KT
해사,2,0,KT
나미,2,0,KT
상보,2,0,KT
오라잇스튜디오샵,2,0,KT
케파,0,4,KT
보람,2,0,KT
자유인,6,0,KT
유라,2,2,KT
서원,1,2,KT
개화,2,0,KT
자비스,1,0,KT
필옵틱스,1,0,KT
이수,1,0,KT
케미컬,1,0,KT
화성,3,0,KT
팬스타,1,0,KT
엔터프라이즈,1,0,KT
퓨리,1,0,KT
부각,1,0,KT
코츠테크놀로지,1,0,KT
공시켐트로닉스,1,0,KT
시동,2,0,KT
코크,1,0,KT
전환주식,1,0,KT
청구권,1,0,KT
교촌,3,0,KT
쿼드덱저도,0,1,KT
네페를,2,0,KT
쿼드덱네,1,0,KT
요리조리,3,0,KT
없는뎁,1,0,KT
찾아들다,0,1,KT
페난트레걍,0,1,KT
카인,3,2,KT
기증,0,2,KT
체중계,0,4,KT
흘러들다,1,0,KT
강변 테크노마트,1,0,KT
스탠다드,1,0,KT
홍스여기한번,0,1,KT
정강,2,0,KT
변태,2,0,KT
영가,4,0,KT
티빙지니뮤직밀리블라이스가,2,0,KT
제유,2,0,KT
지동,2,0,KT
넷플은,2,0,KT
신림,4,0,KT
고하다,2,0,KT
오지랖,2,0,KT
먼동,1,0,KT
이뻐,1,0,KT
않겟지하고블루를,1,0,KT
우유부단,2,0,KT
서보,2,0,KT
분말,2,0,KT
뒷면,4,4,KT
없어진다는겈,2,0,KT
안하고빠릿빠릿하고,1,0,KT
빠릿한지는,1,0,KT
카리아,2,1,KT
무통,0,1,KT
도민호펩시공장완전,1,0,KT
미키,1,0,KT
해주죠퀀텀때는,1,0,KT
굼뜨다,2,0,KT
빠릿해진거에요어디서,1,0,KT
빠릿해진거에요,1,0,KT
성오,1,0,KT
에어뤄플레인어디서,1,0,KT
달라붙다,1,0,KT
족하,1,0,KT
리 호,2,0,KT
실기,1,0,KT
페널티,0,2,KT
다물다,1,2,KT
보통일주일은봐줄수잇겟죠,0,2,KT
에일,3,2,KT
변명,2,2,KT
난이제차칸사람삼디프,1,0,KT
빨리받았어요삼디프,1,0,KT
불타오르다,2,0,KT
강창교,1,0,KT
대실역,1,0,KT
가사,2,1,KT
푸네,3,0,KT
이제서야,3,0,KT
듀얼로,1,0,KT
더위,3,1,KT
누가바땅쿙에이모바일,2,0,KT
승차,1,0,KT
부산일보,1,0,KT
산천,2,0,KT
당해,1,0,KT
디스코,1,0,KT
텔레그램,1,0,KT
증기,1,0,KT
스팀,2,0,KT
블리자드,2,0,KT
배틀넷,1,0,KT
면목,0,2,KT
빡시게,0,2,KT
윗단계,0,2,KT
크라켄,5,0,KT
슈타인,5,0,KT
삼보,8,0,KT
컴퓨존,2,0,KT
컴퓨존은,6,0,KT
판매샵이죠,2,0,KT
완성품,2,0,KT
샵입니다,2,0,KT
컴퓨존도,2,0,KT
마켓팅한,2,0,KT
품목,8,0,KT
대행업체,2,0,KT
년입니다컴퓨존은,1,0,KT
종사,2,0,KT
하시나,10,4,KT
입학떄부터,2,0,KT
나물,2,0,KT
컴퓨존이,4,0,KT
컴퓨존에서,2,0,KT
그래픽 카드,2,0,KT
완제품,4,0,KT
받습니다컴퓨존은,1,0,KT
고처,2,0,KT
주연,2,0,KT
눈탱이수준이던데,2,0,KT
컴퓨존에,2,0,KT
출장비,6,0,KT
감당,2,2,KT
재량,2,0,KT
기업체,2,0,KT
고물,2,0,KT
류량,2,0,KT
놋투요자저도,1,0,KT
미입고로뜨네욥,2,0,KT
확인됬으나,2,0,KT
신혼집,1,0,KT
회선인데요넷플,1,0,KT
어지간,2,2,KT
모바일리브엠모바일이렇게,1,0,KT
수완,0,2,KT
앱스토어에,2,0,KT
이병규,3,0,KT
스미스,1,0,KT
전화앱을,2,0,KT
마징가까칠한콜론넵,1,0,KT
한동,0,1,KT
무지,7,2,KT
여왕,1,1,KT
이시,2,0,KT
실로,2,0,KT
원제,2,0,KT
써야됩니다넷플릭스,1,0,KT
중앙역,1,0,KT
영대리,1,0,KT
앱깔고,1,0,KT
민꽁아버무조건,1,0,KT
백승호,1,0,KT
도리,2,0,KT
독사,2,0,KT
소급,3,4,KT
잠궈놓고,2,0,KT
빼에에엑는,0,1,KT
감면받으셧단,0,2,KT
시스템앱에서,2,0,KT
키로,4,4,KT
바이트,2,0,KT
알아내다,2,0,KT
쓰호천사요금제,1,0,KT
아이와,1,0,KT
금일,8,2,KT
박일,2,0,KT
렌트카,1,0,KT
랜도넌스겨울바다,0,1,KT
기장,5,0,KT
바닷가,2,0,KT
랜도넌스기장이라는곳에,1,0,KT
호호호,3,0,KT
실내,8,0,KT
워터파크,2,0,KT
동궁,2,0,KT
식물원,2,0,KT
식물,2,0,KT
조류,2,0,KT
동물원,2,0,KT
대릉,2,0,KT
포토,2,0,KT
스팟,2,0,KT
쓸곳이읎네여,1,0,KT
새삼,1,0,KT
청취,3,0,KT
평상,1,0,KT
할증,1,0,KT
티타늄,4,0,KT
티타늄보험료,1,0,KT
온라인 쇼핑,3,0,KT
네이버멤버십넷플때메인데,1,0,KT
설계사,4,2,KT
구황,1,0,KT
작물,1,0,KT
라스베가스,2,0,KT
색다르다,3,0,KT
박히다,0,4,KT
제명,2,0,KT
딸아,1,0,KT
딸아이,4,0,KT
래미,5,4,KT
삼페,4,0,KT
루아,1,0,KT
찻잔,1,0,KT
여학생,2,0,KT
루지,0,1,KT
에어드랍부터,0,2,KT
칠리,0,1,KT
구매핬는데일할때,1,0,KT
빠릿하니,0,2,KT
루피,1,0,KT
러브레터,3,1,KT
정신건강,3,3,KT
이롭다,2,2,KT
의치,1,0,KT
여의,1,0,KT
생강,1,0,KT
대추차,1,0,KT
눈팅러회원는,1,0,KT
아라동,2,0,KT
마이웨테라,1,0,KT
안녕하십니까,1,0,KT
적응도,1,0,KT
십장,1,0,KT
무섭거덩요이러,1,0,KT
젱첸드라이버,0,1,KT
십중팔구,3,0,KT
창밖,1,0,KT
외계어,2,0,KT
괴상,2,0,KT
기호,2,2,KT
스마,12,0,KT
반소,2,0,KT
생산량,3,0,KT
마찰,1,0,KT
외무장관,1,0,KT
비축량,1,0,KT
보험사,5,6,KT
타국,1,0,KT
쌀쌀,1,0,KT
파나마 운하,1,0,KT
해운,1,0,KT
오션,3,0,KT
상륙,1,0,KT
제일제당,1,0,KT
삼립,1,0,KT
연가,1,0,KT
컨센서스,1,0,KT
어이쿠,1,0,KT
정밀,1,0,KT
한화세미텍으로,1,0,KT
김동선,1,0,KT
풍력,1,0,KT
카토,1,0,KT
후불,3,0,KT
장보기,1,0,KT
플랜트,2,0,KT
금호석유화학,1,0,KT
한전,1,0,KT
변속기,2,0,KT
연대,2,0,KT
구안,1,0,KT
주파,1,0,KT
초음속,1,0,KT
루이비통,1,0,KT
중국인,5,0,KT
정경,1,0,KT
산점도,1,0,KT
말레이,1,0,KT
힘주다,1,0,KT
얼음,1,0,KT
현주,1,0,KT
대폭발,1,0,KT
중기,1,0,KT
김태희,1,0,KT
입춘,1,0,KT
불닭,2,0,KT
맵으로,1,0,KT
애경,1,0,KT
씨엔씨,1,0,KT
폴리,1,0,KT
실리콘,3,0,KT
알츠하이머병,1,0,KT
타우,1,0,KT
진단법,1,0,KT
물꼬,1,0,KT
일라이,1,0,KT
릴리,1,0,KT
올릭스를,1,0,KT
까닭,2,0,KT
효능,1,0,KT
호조,3,0,KT
재평가,2,0,KT
기현상,1,0,KT
절묘,1,0,KT
세배,1,0,KT
무풍지대,1,0,KT
한한령,1,0,KT
하방,1,0,KT
긴축,1,0,KT
선회,1,0,KT
무브년,1,0,KT
조조,2,0,KT
여신,5,0,KT
세수,2,0,KT
펑크,1,0,KT
걷히다,1,0,KT
과욕엡혁신금융,1,0,KT
연평균,1,0,KT
메이플,1,0,KT
자이,1,1,KT
레지던스,1,0,KT
서주,2,0,KT
일제,1,2,KT
권영세,2,0,KT
부도,1,0,KT
수표,1,0,KT
조서,1,0,KT
유상,1,0,KT
조태열,1,0,KT
루비,2,0,KT
활로,1,0,KT
구직난,1,0,KT
제병,1,0,KT
협동,1,0,KT
사격,1,0,KT
아열대,1,0,KT
캠핑장,1,0,KT
미중,1,0,KT
동전,1,0,KT
페니,1,0,KT
주조,1,0,KT
군축,1,0,KT
머스크에,1,0,KT
특사,1,0,KT
트위터,1,0,KT
닛폰,1,0,KT
딥시크급,1,0,KT
선전,1,1,KT
포고,1,0,KT
스타게이트,1,0,KT
리모콘,8,0,KT
사분,1,0,KT
적용중인데자급제펌을,1,0,KT
자급제펌올리는법,0,2,KT
예탁,2,0,KT
증서,4,0,KT
런던,10,0,KT
런던 증권거래소,1,0,KT
일환,2,0,KT
전략적 전환,1,0,KT
감독청,1,0,KT
일경,1,0,KT
룩셈부르크,3,0,KT
다변,1,0,KT
개소리,4,0,KT
도요과,1,0,KT
무료료,1,0,KT
혜텍으로,1,0,KT
혜텍이,1,0,KT
안뜰,1,1,KT
우디,2,0,KT
우리통산뜨셧어요,1,0,KT
뜨셧어요,1,0,KT
다망,0,2,KT
가내샤핀다는,1,0,KT
극락,1,0,KT
멍들다,1,0,KT
데바,1,0,KT
반정,1,0,KT
발열떄문에,2,0,KT
만족감,0,2,KT
그립,2,2,KT
대번에,0,2,KT
울림,0,2,KT
째지다,0,2,KT
빠릿하고,2,0,KT
놋울대비,2,0,KT
접사,3,0,KT
놋울로,2,0,KT
닝순이스피크가젤체감되네요,0,1,KT
스피크가젤체감되네요,0,1,KT
행정부,1,0,KT
거문도,1,0,KT
기생충,1,0,KT
서바이버,1,0,KT
부설,1,0,KT
음식,13,2,KT
마리나,1,0,KT
이빈,1,0,KT
호외,2,0,KT
골퍼,1,0,KT
대명사,1,0,KT
슬러거,1,0,KT
체크인,2,0,KT
마테,1,0,KT
호흡기,1,0,KT
고진영,1,0,KT
킨텍스,1,0,KT
세종보,1,0,KT
앨범,5,0,KT
김지선,1,0,KT
예술,3,0,KT
뱀파이어,1,0,KT
학자,1,0,KT
들여다보다,3,0,KT
신문박물관,1,0,KT
감염,1,0,KT
우루과이,1,0,KT
브루어스가,1,0,KT
쓰촨,1,0,KT
은평구,4,0,KT
카이로,1,0,KT
박재찬,1,0,KT
오해,1,0,KT
제서,1,0,KT
경호,3,0,KT
한양,2,0,KT
각본,1,0,KT
선체,1,0,KT
미스터리,3,0,KT
광진구,1,0,KT
구산동,1,0,KT
골머리,1,0,KT
챔피언스리그,1,0,KT
양다리,1,0,KT
제국,4,0,KT
감염병,1,0,KT
스타벅스,13,0,KT
알로에,1,0,KT
저니,1,0,KT
춘추,3,0,KT
퍼블리셔인,1,0,KT
여수시,1,0,KT
대서양,1,0,KT
페트레스쿠루마니아,1,0,KT
공자,1,0,KT
산사태,1,0,KT
애기봉,1,0,KT
컬링열차시간표파운더스컵총상금,1,0,KT
탐조,1,0,KT
나크,1,0,KT
조형물,1,0,KT
바둑,1,0,KT
농성장,1,0,KT
크릭,1,0,KT
춘추좌씨전,1,0,KT
절친,2,0,KT
시내버스,1,0,KT
인조,3,0,KT
혁명,1,0,KT
원종현,1,0,KT
아시안게임,1,0,KT
쏘스뮤직,2,0,KT
프레시움,1,0,KT
서북,1,0,KT
거뜬히,1,0,KT
금연,1,0,KT
김종민,1,0,KT
믹스,2,1,KT
혼성,1,0,KT
타흐리르,1,0,KT
여자친구,2,0,KT
한강뷰,1,0,KT
해설서,1,0,KT
한국동서발전,1,0,KT
넓이,2,0,KT
디스카운트,1,0,KT
어림,1,0,KT
밀워키,1,0,KT
독감,2,0,KT
선적,1,0,KT
문명,1,0,KT
로베르토,1,0,KT
레나,1,0,KT
롯데면세점,1,0,KT
권상우,1,0,KT
모라,1,0,KT
포르투갈,1,0,KT
분모,1,0,KT
기스,1,0,KT
흠집,1,0,KT
우엉,0,2,KT
샵으로,1,0,KT
백마,1,0,KT
수서역,1,0,KT
왕래,1,0,KT
경상도,1,1,KT
전라도,8,1,KT
광명,2,0,KT
마네,3,0,KT
천안아산역,0,4,KT
인접,0,2,KT
호남선,0,2,KT
장항선,0,2,KT
복선,0,2,KT
전철역,0,2,KT
무긍화,0,2,KT
아산시,0,2,KT
행정중심복합도시,0,2,KT
듀얼심최근들어,1,0,KT
언론사,3,0,KT
동대구역,13,2,KT
집결,3,0,KT
추산,3,0,KT
텀으로,1,0,KT
지지자,3,0,KT
사이비,1,0,KT
사실관계,1,0,KT
대구역,7,0,KT
회인원,1,0,KT
왜냐면,1,0,KT
혼잡,4,0,KT
교통수단,1,0,KT
지하철역,1,0,KT
통행,1,0,KT
대합실,1,0,KT
직진,1,0,KT
기차역,5,4,KT
이정표,1,0,KT
관통,1,0,KT
협소,1,0,KT
안쪽,1,0,KT
하차,1,0,KT
일평균,1,0,KT
보행,1,0,KT
통탄,1,0,KT
전한,4,0,KT
반시민,1,0,KT
뒤로하다,1,0,KT
참여자,4,0,KT
쭈몽이거,1,0,KT
일리,4,0,KT
매국노,0,2,KT
주옥같다,2,0,KT
슴아트뽕결국,0,1,KT
나리다,1,0,KT
카프라부즈심층,1,0,KT
취재,3,0,KT
심층,1,0,KT
동도,1,0,KT
안동,1,0,KT
신천지,4,0,KT
교인,2,0,KT
경산,2,0,KT
생뚱맞게,2,0,KT
기독교,4,0,KT
국기,2,2,KT
아멘,2,0,KT
인구수,2,0,KT
개독,6,0,KT
교적,2,0,KT
마야,1,0,KT
싸이,2,0,KT
초등학교,1,0,KT
착오,1,0,KT
엑시,10,2,KT
빼에에엑그럼,0,1,KT
하심되구요아시겟지만,0,1,KT
아시겟지만,0,1,KT
분전,1,2,KT
곰팅군일,1,0,KT
매뉴얼,0,2,KT
딥온플래티넘카드,2,0,KT
이용신,2,0,KT
도시가스,6,2,KT
마음껏,3,0,KT
잔기스이정도였는데굿바이,1,0,KT
칼기스,1,0,KT
칼기스이렇게네여,1,0,KT
달려라자전거민팃이었으면,0,1,KT
민팃이었으면,0,1,KT
이춘식,1,0,KT
돌려깟어요,2,0,KT
깠어요,0,2,KT
까보다,3,2,KT
중전,1,0,KT
고의,3,0,KT
개통발,1,0,KT
부안,1,0,KT
찾으,2,0,KT
소설,3,2,KT
창작,2,0,KT
교육과정,2,0,KT
경기도교육청,1,0,KT
원미고등학교,3,0,KT
수업,1,0,KT
과목,1,0,KT
교무실,1,0,KT
합격자,2,0,KT
신용도,2,0,KT
돈이 없어,2,0,KT
내버리다,0,2,KT
노블,1,0,KT
필스,1,0,KT
전호,2,0,KT
규단,2,0,KT
별다르다,5,2,KT
이리저리,7,0,KT
처참,4,1,KT
스팅,3,0,KT
유의미,3,2,KT
꽁듀음,1,0,KT
추이,2,0,KT
지켜봐야갰습니다근데,1,0,KT
지켜봐야갰습니다,1,0,KT
히르츠국내,1,0,KT
과도기,2,0,KT
변신호,2,0,KT
퍼렁하늘,0,2,KT
꽁듀,1,0,KT
안늉하시죠일수거도,1,0,KT
거인,2,0,KT
업뎃이,2,0,KT
없긴합니다걍,1,0,KT
손중,1,0,KT
소라,1,1,KT
가약,1,0,KT
짜증나서걍,2,0,KT
만내,2,0,KT
썸씽로튼저도,1,0,KT
매회,4,0,KT
유지원,1,0,KT
유통업,4,0,KT
도드람,2,0,KT
꾸러미,4,0,KT
삼각김밥,2,0,KT
단골,1,0,KT
급성장,1,0,KT
김정현,1,0,KT
씀씀이,1,0,KT
회주,1,0,KT
버디,3,0,KT
딜리,1,0,KT
노원,10,0,KT
돼지고기,1,0,KT
구이,2,0,KT
뒷다리,1,0,KT
순대,1,0,KT
유기농,1,0,KT
오아시스,1,0,KT
애플리케이션앱,1,0,KT
여종,1,0,KT
햄버거,13,6,KT
샌드위치,2,0,KT
김밥,6,0,KT
세븐일레븐,1,2,KT
와인,2,0,KT
샴페인,2,0,KT
원두,1,0,KT
다투다,2,0,KT
양상,1,0,KT
우아,3,0,KT
건배,1,0,KT
한집,1,0,KT
광역시,1,0,KT
커머스와,1,0,KT
쿠팡이츠와,1,0,KT
장률,1,0,KT
유입,2,0,KT
단골손님,1,0,KT
피로감,1,0,KT
사소,1,0,KT
이탈,3,0,KT
구강,2,0,KT
우하,1,0,KT
치실,1,0,KT
블라해드립니다,1,0,KT
안거,4,0,KT
주문자,9,0,KT
여의도벗고축제그쵸저도,1,0,KT
그쵸저도,1,0,KT
축제일,1,0,KT
이라유틉,1,0,KT
됬네요,1,0,KT
존 유,1,0,KT
차라,1,2,KT
됬지만월,1,0,KT
할인해주는거말하는거죠유쁠은,0,1,KT
유쁠은,0,1,KT
스피카,3,0,KT
스크년이나,2,0,KT
뽕뿌뽀에,1,0,KT
가죽,2,0,KT
애시,1,0,KT
취임,1,0,KT
국방부,2,0,KT
피셔,3,0,KT
만주,1,0,KT
놀아나다,5,4,KT
민주주의,1,0,KT
나도야,1,0,KT
부추기다,2,0,KT
순방,2,0,KT
만찬,2,0,KT
총선,5,7,KT
대승,2,0,KT
보궐,2,0,KT
야권,3,0,KT
내각,2,0,KT
영선,0,1,KT
다수당,0,2,KT
우발,10,3,KT
포격,0,2,KT
예언,2,2,KT
쭈몽당선,0,1,KT
애비,2,0,KT
버러지,2,0,KT
거창,2,0,KT
본능,2,0,KT
애매모호,3,0,KT
캐묻다,1,0,KT
이용기,1,0,KT
바램,1,3,KT
만나,1,0,KT
임대료,2,0,KT
뽐뻐들에게,1,0,KT
블랙리스트,3,0,KT
혜지,1,0,KT
고막,1,0,KT
눈팅러회원사전예약,1,0,KT
자식,5,0,KT
눈팅러회원,1,1,KT
눈팅러회원그건,0,1,KT
요스노우앱은,1,0,KT
뿜뿌받는맨년,1,0,KT
미니스노우앱,0,1,KT
괜찬겠네요스노우앱,0,1,KT
메이,0,1,KT
스노우카메라앱,0,2,KT
한삼,2,0,KT
아잉나막졸령나밍,1,0,KT
해보세요나밍,1,0,KT
계사,0,2,KT
요거트스무듸정보,1,0,KT
요거트스무듸감사합니다,2,0,KT
입시,1,2,KT
요거트스무듸고객센터로,0,1,KT
다람좌로,1,0,KT
통신사앱을,1,0,KT
즐겨찾기,1,2,KT
페이쓰리앱은,0,1,KT
삼브라서,2,0,KT
츄니엘감사합니다,1,0,KT
챠트쟁이는,1,0,KT
영준,2,0,KT
손소독,0,1,KT
통틀다,2,0,KT
제하다,5,2,KT
산지,2,0,KT
트렌드,2,0,KT
거들떠보다,2,0,KT
견물생뽐갤럭시스토어,1,0,KT
컨텐츠페이결제가,2,0,KT
코마,2,0,KT
폰트,2,2,KT
플레이도,2,0,KT
있어요갤스에서는,1,0,KT
노트쉘프,2,0,KT
갤스에서는,1,0,KT
도감,1,0,KT
감무,5,0,KT
쥐약,1,0,KT
역순,1,0,KT
스폐셜포스아이스블루,1,0,KT
탐나다,3,0,KT
아블이,2,0,KT
람이울에서,1,0,KT
평온,0,2,KT
곰팅군가져간,1,0,KT
지름신,15,2,KT
늘이다,1,2,KT
오거,1,0,KT
오위,0,1,KT
오이,0,1,KT
컨텐츠요금을,1,0,KT
통째,1,0,KT
데설,2,0,KT
더기,2,0,KT
덩처늬자동이체건만,1,0,KT
잠수함,2,0,KT
크럭스그럼,0,1,KT
크럭스나야나감사합니다,1,0,KT
애플케어,3,0,KT
적송,1,0,KT
자해,0,1,KT
지안,1,1,KT
와드수호자마일드쉽분실신고만,1,0,KT
마일드쉽,1,0,KT
통닭,3,0,KT
전번,12,0,KT
떠나욧기본적으로,1,0,KT
직거래,3,0,KT
럭키드림네,4,0,KT
한과,1,0,KT
럭키드림업자,1,0,KT
럭키드림그러네요,1,0,KT
럭키드림공홈,0,1,KT
럭키드림그러게요,1,0,KT
럭키드림대체적으로,1,0,KT
뮤즈,5,0,KT
구독자,5,0,KT
루아흐,1,0,KT
원명,1,0,KT
더 준,3,0,KT
뱅킹,2,0,KT
스맛폰,4,0,KT
질병,4,0,KT
어머님께,0,2,KT
효도,1,4,KT
어흥,2,1,KT
한통,5,0,KT
되풀이,4,0,KT
불경기,4,4,KT
만이너스,4,0,KT
엑설런트는,4,0,KT
모노로그,2,1,KT
라츠걸스변경은,1,0,KT
지하실,4,0,KT
김정균,3,0,KT
난전,1,0,KT
선승,1,0,KT
케리,1,0,KT
아에게,1,0,KT
정균,1,0,KT
수년,1,0,KT
실지로,2,0,KT
서온,2,0,KT
충동,7,0,KT
미접,1,0,KT
수가,1,0,KT
대한통운,8,6,KT
돌고,2,0,KT
웹 페이지,2,0,KT
그곳,2,0,KT
라츠걸스저도,1,0,KT
허비,2,0,KT
통신업체,1,0,KT
동이다,1,0,KT
사구,11,0,KT
보 주,1,0,KT
리미트,1,0,KT
데이비드,1,1,KT
이대,1,0,KT
바닷바람,1,1,KT
균일,1,0,KT
경자,1,0,KT
은평,9,0,KT
모토,6,5,KT
도다리,1,0,KT
비젼,2,0,KT
씨드,1,0,KT
하쿠모토쪽지렸습니다,1,0,KT
쪽지렸습니다,1,0,KT
진진쓰저도,1,0,KT
오가족노브레끼정보부탁드려요,1,0,KT
후르츠믹스저도,1,0,KT
창립,2,0,KT
독주,2,0,KT
창립총회,1,0,KT
웨딩,1,0,KT
횡사,1,0,KT
대변,1,0,KT
공감대,1,0,KT
원외,2,0,KT
갇히다,1,0,KT
결집,1,0,KT
경선,2,0,KT
치유,1,0,KT
뽐뽀로뽐스스로,0,1,KT
분리수거,0,2,KT
지르기,0,2,KT
모임,2,0,KT
절망,2,0,KT
걸림돌,2,0,KT
매달리다,3,0,KT
낙지,1,0,KT
깨부수다,2,0,KT
속내,1,2,KT
승부사,1,0,KT
구태,2,0,KT
표본,2,0,KT
타래,0,1,KT
몸부림,0,2,KT
떄문에,3,0,KT
원단,3,0,KT
내용처럼롯데카드의,1,0,KT
금대,1,0,KT
상응,1,0,KT
모기,1,0,KT
에이핑크,2,0,KT
시아,5,1,KT
됬는데,2,0,KT
제가물어봤을떄도,0,2,KT
청하면,1,0,KT
넘어가야겟군요,0,2,KT
디티디넵,1,0,KT
잔액,5,0,KT
아이온,1,0,KT
기니,2,0,KT
철회가가능합니다다른앱으로,1,0,KT
다른앱으로,1,0,KT
비프,6,0,KT
누리로,3,0,KT
호놀룰루,1,0,KT
피카,1,0,KT
치자,0,1,KT
고우리,1,0,KT
톈동안그래도,0,1,KT
처치,2,2,KT
김채원,1,0,KT
계륵,2,0,KT
안일,1,0,KT
강변텤폰팔이가할수있는건,1,0,KT
저게꽁짜아닌데,2,0,KT
오구,3,0,KT
강변텤워치,1,0,KT
김구,1,0,KT
무심코,2,0,KT
은희,0,1,KT
생각하면됨다른뽐뻐들처럼,1,0,KT
다른뽐뻐들처럼,1,0,KT
강변텤정가보다,0,1,KT
싼부분이어딧죠,0,2,KT
조아여샵이,0,1,KT
샵이,2,3,KT
업로드,5,2,KT
팩스,0,2,KT
우리집,1,2,KT
진거,3,0,KT
증요,2,0,KT
정이나,2,0,KT
찐빵,2,1,KT
후보군,2,0,KT
군사,2,0,KT
쿠데타,2,0,KT
의전,2,0,KT
백제,2,0,KT
도서,2,0,KT
초지,2,0,KT
처방,2,0,KT
비극,2,0,KT
폴아웃,2,0,KT
전골,6,0,KT
경비단장,7,0,KT
오세득,2,0,KT
흡사,2,0,KT
바이브,6,0,KT
샛길,2,0,KT
서울대학교병원,2,0,KT
사치,2,0,KT
동읍,2,0,KT
붙잡히다,4,0,KT
끈기,2,0,KT
참으로,2,0,KT
민주공화국,2,0,KT
되돌아보다,2,0,KT
당산성,2,0,KT
시집,2,0,KT
간다라,2,0,KT
송대관,2,0,KT
도주,2,0,KT
이웃,2,0,KT
불응,2,0,KT
브리,2,0,KT
티애,2,0,KT
장례식,3,0,KT
국익,2,0,KT
기틀,2,0,KT
프로포폴,2,0,KT
박근형,2,0,KT
손숙,2,0,KT
증인신문,4,0,KT
돌연,3,0,KT
마비노기,2,0,KT
일본도,2,0,KT
인천국제공항,2,0,KT
대현,2,0,KT
김정욱,2,0,KT
홍준표,2,0,KT
구미시,2,0,KT
합당,2,0,KT
내려지다,2,0,KT
당명,2,0,KT
특장,2,0,KT
표지,2,0,KT
빈소,2,0,KT
해물,2,0,KT
귀책,4,0,KT
셰프,2,0,KT
무파마,2,0,KT
석축,2,0,KT
산성,2,0,KT
국외,2,0,KT
완전체,2,0,KT
사적지,2,0,KT
콘셉트,2,0,KT
불혹,2,0,KT
격분,2,0,KT
거제시,2,0,KT
장악,3,0,KT
수도방위사령부,2,1,KT
안다,2,0,KT
의료인,2,0,KT
조리,2,0,KT
에이지,2,0,KT
슈트,3,0,KT
백모,2,0,KT
리무진,2,0,KT
제정,2,0,KT
촤촤촤솨저도,0,2,KT
친절히,2,4,KT
떵쟈저도,2,0,KT
썸녀가,8,0,KT
헤어지다,5,0,KT
술집,4,0,KT
안마시냐했더니썸녀,2,0,KT
안마,2,0,KT
시냐,3,0,KT
썸녀,2,0,KT
요술,2,0,KT
스카,5,0,KT
이데일리,4,0,KT
매체,9,0,KT
정보원,3,0,KT
필진,6,0,KT
활동가,3,0,KT
계엄령,3,0,KT
계몽령이라고,3,0,KT
긴가,2,0,KT
설렛던저도,0,2,KT
설렛던,0,2,KT
우연히,2,0,KT
포항부산엣지,0,2,KT
코랄,0,4,KT
엣지,2,2,KT
예뻐,4,0,KT
블코,4,0,KT
포항,8,2,KT
스파이더,4,0,KT
갤스가,4,0,KT
헐리웃훈남와,2,0,KT
서정,2,0,KT
푸렛저도,2,0,KT
다이얼,4,0,KT
기질,2,0,KT
빠릿함인데,2,0,KT
같그요아이폰,2,0,KT
부들부들,3,0,KT
옆면,2,0,KT
후면,2,0,KT
보지,2,0,KT
여지없이,0,2,KT
문화상품권,1,0,KT
온수,2,0,KT
고마워요,2,0,KT
아항,1,0,KT
추천 시스템,2,0,KT
에리,2,1,KT
버릇,2,0,KT
푸돌짱어제,1,0,KT
곰팅군헛,1,0,KT
푸돌짱곰팅군이것도,0,1,KT
곰팅군,0,1,KT
학명,2,0,KT
수정목,1,0,KT
아갰네요,1,0,KT
확인됬다면서폰정보제공,1,0,KT
페쏘확정기변하는데,0,1,KT
엠모에,1,0,KT
공모전,8,0,KT
남녀노소,1,0,KT
게시물,3,0,KT
해시태그,1,0,KT
게재,1,0,KT
시상,1,0,KT
최우,1,0,KT
장려상,1,0,KT
응모자,1,0,KT
성함,1,0,KT
응모작,1,0,KT
수상자,2,0,KT
당선작,5,0,KT
라이선스,1,0,KT
저작권 침해,1,0,KT
고사항,1,0,KT
아대,0,1,KT
이일,0,2,KT
갤럭시에늕중요하데요,0,2,KT
와트,1,2,KT
변경됬네요,1,0,KT
운송장,1,0,KT
로젠,1,2,KT
출고됬다는,2,0,KT
쓸떄는,0,2,KT
피지,1,0,KT
