단어,positive,negative,그룹
야밤,0,2,KT
굿모닝,1,0,KT
충청,1,0,KT
관련자,1,0,KT
칼럼,1,0,KT
이론가,1,0,KT
칼럼진,1,0,KT
이희,1,0,KT
낙인,1,0,KT
계몽령,1,0,KT
어닝,1,0,KT
서프라이즈,1,0,KT
찬양,1,0,KT
보위,1,0,KT
쓰호천사일,1,0,KT
페쏘저는,1,0,KT
근성,2,0,KT
수작,3,0,KT
니나,4,1,KT
원로,1,0,KT
나쵸카카오,0,1,KT
바꿀수있겟지만,2,0,KT
꺠트렸습니다나름,0,1,KT
깨트리다,0,2,KT
꺠트렸습니다,0,1,KT
폰케어플러스겠네요이번에,0,1,KT
티케,0,2,KT
폰케어플러스겠네요,0,1,KT
튼튼,2,1,KT
대기 상태,1,0,KT
엄니,5,0,KT
실컷,2,0,KT
한숨,1,2,KT
두맘이샵에서,0,1,KT
뽐뽐뿌아앙전,2,0,KT
뽐뽐뿌아앙오,1,0,KT
곰팅군늦게,1,0,KT
날수,2,0,KT
앵무새,1,0,KT
확답,5,0,KT
하고홈플,1,0,KT
무음,1,0,KT
선풍파인앵플그래도,1,0,KT
두절,3,0,KT
집하,25,12,KT
뿜뿌뿜뿡부럽네여,1,0,KT
료켄쪼으기,1,0,KT
쪼으다,1,0,KT
요담,1,0,KT
베끼다,1,0,KT
짭이,1,0,KT
하이네켄,1,1,KT
후크,0,2,KT
몹시,2,0,KT
낭패,2,0,KT
페이쓰리짭이라고,1,0,KT
짝퉁이,2,0,KT
있구요짭이라고,1,0,KT
손수건,1,0,KT
권선,1,0,KT
착명,2,0,KT
생색내다,2,0,KT
후자,7,0,KT
올바로,1,0,KT
아는 형님,2,0,KT
꼬꼬메롱어딘가요,1,0,KT
요들,1,0,KT
퀵퀙필름은,1,0,KT
위쪽,0,2,KT
짭입니다,0,2,KT
힐링,8,3,KT
실드,2,0,KT
사방지,4,0,KT
생포,2,0,KT
베이컨,1,0,KT
왔더벜크이번,1,0,KT
플랫,4,0,KT
웰빙,1,0,KT
피스,1,0,KT
왔더벜크코너,1,0,KT
유격,2,0,KT
뚱뚱이,2,0,KT
멈칫,1,0,KT
앰블럼,1,0,KT
성적순,1,0,KT
창단,1,0,KT
괜시리,1,0,KT
아름,1,0,KT
뷴들중에,1,0,KT
오신,3,0,KT
섞이다,5,0,KT
곰팅군더,1,0,KT
원삼,1,0,KT
진리,1,0,KT
이만갑,1,0,KT
오개,1,0,KT
혁오,1,0,KT
브라우니,2,0,KT
비긴,2,0,KT
샘플,1,0,KT
빼에에엑그냥,1,0,KT
노려보겟습니다,2,0,KT
달랑,2,0,KT
행색,2,0,KT
초라,3,0,KT
식빵,4,0,KT
깍꿍이아빠시,0,1,KT
예리,1,0,KT
콜리,1,0,KT
중복보험,1,0,KT
손해보험,2,0,KT
월 가,0,2,KT
증가세,1,0,KT
노동,1,0,KT
무임승차,1,0,KT
라이벌,1,0,KT
월마트,1,0,KT
가이던스,1,0,KT
테러,1,0,KT
하명,1,0,KT
최강,1,0,KT
널뛰기,2,0,KT
강추위,1,0,KT
만엔,1,0,KT
운명,4,0,KT
스코다,1,0,KT
체코,1,0,KT
조달,1,0,KT
따돌리다,1,0,KT
산업부,2,0,KT
아모레퍼시픽,1,0,KT
금호타이어,1,0,KT
현대로보틱스,1,0,KT
사옥,1,0,KT
허리띠,1,0,KT
졸라매다,1,0,KT
이우현,1,0,KT
동양시스템즈,1,0,KT
청산,1,0,KT
망 시,1,0,KT
슬로베니아,1,0,KT
밴쿠버,1,0,KT
운반선,1,0,KT
재료,1,0,KT
초극,1,0,KT
유방암,1,0,KT
트로델비,1,0,KT
단백질,1,0,KT
복합체,1,0,KT
구광모,1,0,KT
인류,1,0,KT
무병장수,1,0,KT
샤만,1,0,KT
과자,2,0,KT
테일러메이드,1,0,KT
하이트진로,1,0,KT
인방,1,0,KT
롯데쇼핑,1,0,KT
호실,6,0,KT
새내기,1,0,KT
얼라인파트너스,1,0,KT
투표,3,0,KT
사그라들다,1,0,KT
증거금,1,0,KT
정밀화학,1,0,KT
이창용,1,0,KT
피치,3,1,KT
경상수지,1,0,KT
용액,1,0,KT
환율엡엔화예금,1,0,KT
주공,1,0,KT
수주전,1,0,KT
신혼부부,1,0,KT
장기전,1,0,KT
가락동,1,0,KT
잠실동,1,0,KT
래미안,2,0,KT
타운,1,0,KT
내분,1,0,KT
고심,1,0,KT
잠룡들,1,0,KT
탐사,1,0,KT
징후,1,0,KT
유류,1,2,KT
포비아,1,0,KT
북서쪽,1,0,KT
지진,1,0,KT
역설,1,0,KT
미군,1,0,KT
항복,1,0,KT
도요타,1,0,KT
미스트랄,1,0,KT
손정,1,0,KT
의기투합,2,0,KT
노무라,1,0,KT
도마,1,1,KT
미수,1,0,KT
아베,1,0,KT
대항,1,0,KT
셀라,1,0,KT
생신,1,0,KT
오랫만,4,0,KT
이상경,1,0,KT
우히라우하결합이,1,0,KT
우히라우하부가서비스가,1,0,KT
우히라우하는,1,0,KT
상하다,1,2,KT
눈에는눈이에는이샘숭쿠폰준다했지,1,0,KT
안했샘숭쿠폰준다했지,1,0,KT
럭키박스,2,0,KT
실체감,2,0,KT
만대,2,0,KT
여명스좌표,0,2,KT
김토롱가입안받는,2,0,KT
바크,4,0,KT
락스,4,0,KT
개미깅수요일날가면,2,0,KT
요음,2,0,KT
스캔여기에,2,0,KT
보냄,2,0,KT
신가,3,0,KT
인어,1,0,KT
앱작동방식,0,2,KT
되는거죠민팃은,1,0,KT
그랜드,1,0,KT
선교,1,0,KT
목사,3,0,KT
참가자,1,0,KT
자금력,1,0,KT
종교인,0,2,KT
세속,0,2,KT
파면,3,1,KT
링링,2,0,KT
오주,0,1,KT
호또식스보내는게,0,1,KT
저위,2,0,KT
호또식스아,1,0,KT
호또식스,1,0,KT
호또식스저도,1,0,KT
민팃보다,0,4,KT
데인,1,0,KT
없어지고출첵,1,0,KT
사라지고출첵,1,0,KT
쓸모,2,0,KT
라츠걸스유튜브에,0,1,KT
유튜버들이,0,2,KT
눈팅러회원이렇게까지,1,0,KT
빼꼼,3,0,KT
문단속,2,0,KT
저버리다,2,0,KT
나로,2,0,KT
커피앤티비유튜버들,1,0,KT
유튜버들,1,0,KT
재밍인가,1,0,KT
인종,1,0,KT
말아먹다,1,0,KT
조롱,1,0,KT
피자,1,0,KT
탕수육,1,0,KT
귀여움,2,0,KT
구매했는데다이렉트샵은,1,0,KT
아크레안다이렉트샵이요,1,0,KT
샵은,2,0,KT
다이렉트샵이요,1,0,KT
사칭,2,0,KT
티다이렉트샵이라,2,0,KT
서유,1,0,KT
있을까요넵,0,1,KT
럼블피시진짜,1,0,KT
기다리려구욬해외배송,0,1,KT
기다리려구욬,0,1,KT
티케이,0,2,KT
가신,0,2,KT
미정,0,2,KT
절단기,0,1,KT
나밍처리하시면됩니다을,0,1,KT
전화앱에,0,2,KT
나밍처리하시면됩니다,0,1,KT
단화,1,0,KT
건중,1,0,KT
넷플,2,0,KT
추하다,1,0,KT
어늄공식,1,0,KT
서지원,1,0,KT
코카,1,0,KT
니엘,1,0,KT
단비,3,2,KT
럭키드림벌써,1,0,KT
이동안,1,0,KT
뽐뿌뿌뿌봄사진,1,0,KT
뽐뿌뿌뿌봄교품은,1,0,KT
과실,4,0,KT
윤건희내려와라뽐뿌뿌뿌봄보호필름,1,0,KT
이물,2,0,KT
물방울,2,0,KT
뽐뿌뿌뿌봄,1,0,KT
고베,1,0,KT
뮤아앙므미리뉴진짜,1,0,KT
문경,2,0,KT
그라다,3,0,KT
기저,1,1,KT
파이트,4,0,KT
크리스섀일제조일자로,1,0,KT
온라인샵,2,3,KT
온라인샵닷컴,0,1,KT
레일리,3,1,KT
닝순이저도,0,2,KT
대판,3,0,KT
지포스,7,4,KT
인텍앤컴퍼니합계총,2,1,KT
제이씨현,2,2,KT
졸이다,1,0,KT
던전,1,0,KT
블루문,1,0,KT
그쯤,2,0,KT
달려라파랭이저는,1,0,KT
료켄저도,1,0,KT
쎄하네요,2,0,KT
화잍,2,0,KT
뿜뿌뿜뿡일,1,0,KT
일구다,1,0,KT
보험의,1,0,KT
특실,3,2,KT
어린아이,1,0,KT
시끄럽다,2,0,KT
안쓰럽다,3,0,KT
못자겟어요,1,0,KT
포리,4,0,KT
수루로롱역무원,0,1,KT
수배,0,2,KT
수루로롱앱으로,0,1,KT
있어요앱으로,0,1,KT
옾화조던출입문,1,0,KT
출입문,1,0,KT
하역,1,0,KT
시늉,2,0,KT
열나다,2,0,KT
간주,1,0,KT
강변텤개통막히는건데크트,1,0,KT
수하,0,2,KT
여광,0,1,KT
쉐도우,2,0,KT
안가,1,2,KT
외눈박이,0,1,KT
빡셀꺼같은,1,0,KT
데프콘,2,2,KT
지청,0,2,KT
기중기,2,0,KT
리베,4,4,KT
장군,4,4,KT
임종,10,0,KT
한기호,14,4,KT
직속,2,0,KT
회유,2,0,KT
청문회,2,0,KT
정진석,2,0,KT
규명,4,0,KT
파다,3,0,KT
외전,2,0,KT
엠키타카,2,0,KT
임시회,2,0,KT
김장,2,0,KT
포스타,4,4,KT
병주,6,0,KT
학이,4,0,KT
강선영,4,0,KT
쪼인트,4,0,KT
사성,0,4,KT
하란,4,0,KT
이종섭,4,0,KT
김용현,5,0,KT
장예,4,0,KT
길가,2,0,KT
기수,4,0,KT
안달,4,0,KT
하안,5,0,KT
제살,4,0,KT
만강,0,2,KT
하니아,1,0,KT
앱실행안됨,1,0,KT
듀얼어플도,2,0,KT
비조,1,0,KT
건원,1,0,KT
소만,0,2,KT
얼얼,2,0,KT
물들다,1,2,KT
들통,1,2,KT
정해준,3,0,KT
전투,2,0,KT
일렉까지,1,0,KT
모니,1,0,KT
후련,1,0,KT
구구,0,1,KT
서비스료,9,4,KT
유리보,2,0,KT
개시일,2,0,KT
도도,1,0,KT
불닭볶음면,3,0,KT
승승장구,2,0,KT
실망감,3,0,KT
모레,5,1,KT
신화,1,0,KT
케이씨텍,1,0,KT
자기주식,1,0,KT
한경,1,0,KT
유레카,1,0,KT
단장,4,4,KT
임무,4,0,KT
수방사,6,0,KT
본회의장,1,0,KT
국조,2,0,KT
특위,3,0,KT
특전사령관,1,0,KT
김가영,1,0,KT
방송가,1,0,KT
통폐합,1,0,KT
손톱,1,0,KT
되는듯넵,0,1,KT
미하,1,0,KT
호저,3,0,KT
장의,2,0,KT
에렉크트라,1,0,KT
식별,1,2,KT
요충,1,0,KT
구하기,1,0,KT
어째서,2,0,KT
엠모바일를,1,0,KT
하나에,1,0,KT
있깄지만,0,2,KT
강화도령,0,1,KT
흐규,2,0,KT
반경,0,6,KT
털리다,2,0,KT
능소화,0,1,KT
오래전,3,0,KT
장난삼다,2,0,KT
안되더군요나밍도,1,0,KT
미지,0,1,KT
조우,0,1,KT
중계기,2,2,KT
에넥스,0,2,KT
등록부,0,1,KT
작전넵넵,1,0,KT
촌수,2,0,KT
증조할머니,2,0,KT
아버,1,0,KT
지단,1,0,KT
로나,0,2,KT
아닌가요샵에,1,0,KT
당번,1,0,KT
일절,2,0,KT
빼에에엑에,0,1,KT
우르,0,1,KT
탄탄,0,1,KT
리알,1,0,KT
동축,2,0,KT
끼워서듀얼심으로,1,0,KT
꽂히다,8,2,KT
변조,1,0,KT
빠릿빠릿하고,1,0,KT
카아,1,0,KT
미카,3,0,KT
번건,2,0,KT
료켄임직원몰이,0,1,KT
자기장,0,2,KT
대궐,1,0,KT
잠팅쓰답을,0,1,KT
잠팅쓰프린터가,1,0,KT
시거,2,0,KT
기피,2,0,KT
손치워워워다른,1,1,KT
끝자리,2,0,KT
손치워워워위에,1,0,KT
손치워워워과,1,0,KT
불통,9,0,KT
천년,1,0,KT
배은망덕,1,0,KT
김두관,1,0,KT
직종,1,0,KT
임종석,1,1,KT
쓰임,0,1,KT
마오,0,1,KT
정자,1,2,KT
유튭스벅,1,0,KT
스벅에서,1,0,KT
충청도,1,0,KT
매트,2,0,KT
유니콘,2,0,KT
현사,1,0,KT
변전,1,0,KT
따라잡다,1,0,KT
숙녀노트플,0,1,KT
노트플,0,1,KT
라츠걸스목록에,0,1,KT
파당,1,0,KT
폭파,10,0,KT
루리,4,0,KT
주안,0,4,KT
주되다,0,2,KT
싱거,0,2,KT
갤랙오라잇,1,0,KT
탈수,2,0,KT
막장곰팅일만,0,1,KT
동시대,1,0,KT
뜨는데사제앱으로,0,1,KT
사제앱으로,0,1,KT
허의,1,0,KT
전화통,1,0,KT
정지인,0,2,KT
됬구나유심,1,0,KT
됬구나,1,0,KT
입건,1,0,KT
라츠걸스안돼요안돼요,1,0,KT
가변,0,4,KT
오감자케찹맛정말,1,0,KT
오감자케찹맛기록용,1,0,KT
오감자케찹맛중고폰,1,0,KT
오감자케찹맛확정기변,1,0,KT
고독,1,0,KT
한남,1,0,KT
요량,1,0,KT
가능한가요삼페는,1,0,KT
찝찝했는데,2,0,KT
동지,2,0,KT
되더군욯아,1,0,KT
되더군욯,1,0,KT
찝찝한데한테,1,0,KT
미덥다,2,0,KT
찝찝한데,1,0,KT
중국어,3,0,KT
얄짤없네요버벅버벅,0,2,KT
슈걸캐쳡정보,0,1,KT
영아,0,2,KT
미녀,0,2,KT
인군,1,0,KT
고와,1,0,KT
변상태,1,0,KT
구매하신거죠윗글,1,0,KT
승탱이저도요,1,0,KT
영매,4,0,KT
푸렛왜,0,1,KT
못바닸어요,2,0,KT
푸렛아뇨,1,0,KT
심미,1,0,KT
개웧,1,0,KT
녹취,1,0,KT
잠수,1,0,KT
탈것,1,0,KT
루헨진의쒜체안됩니다,2,0,KT
라츠걸스안됩니다안됩니다,1,0,KT
라츠걸스판판,1,0,KT
라츠걸스저는,0,1,KT
정중히,1,0,KT
실버쉐도우입니다,1,0,KT
쉐방그레이어제,1,0,KT
쉐방오늘,0,1,KT
일련번호,0,2,KT
씹혔는데,2,0,KT
반출,1,0,KT
퓨전,0,2,KT
꽁케이스,0,2,KT
괜찮던데요꽁케이스로,0,1,KT
꽁케이스로,0,1,KT
여의도벗고축제꽁케이스,1,0,KT
엣지패널자주쓰는데,2,0,KT
좋네요꽁케이스,1,0,KT
고축,3,0,KT
싸구려,4,0,KT
꽁케이스보다는,2,0,KT
박정,1,0,KT
가장자리,2,0,KT
핏도,2,0,KT
초조,3,0,KT
다이어트,2,1,KT
앱켜지고,0,22,KT
네페머니카드베이,0,2,KT
한가봅니다오히려,0,2,KT
병수,2,0,KT
니가 필요해,4,0,KT
기준년,0,2,KT
겸용,2,2,KT
카드론,2,2,KT
선불카드,0,2,KT
유치원,0,2,KT
초중고,0,2,KT
스쿨뱅킹,0,2,KT
대학원,0,2,KT
등록금,0,2,KT
소크,0,2,KT
블링제휴,0,2,KT
오믈릿정보,2,0,KT
셋팅,2,0,KT
이야,1,1,KT
일주문,0,2,KT
애호가,2,0,KT
뽁뽁이,2,0,KT
쿼드덱감사합니다,1,0,KT
샬로베베일,0,1,KT
부착,5,0,KT
무량,2,0,KT
순서도,2,0,KT
뒤죽박죽,3,0,KT
앵콜,2,0,KT
설날,6,1,KT
보아하니,0,2,KT
택배했나봅니다걍,1,0,KT
뮬건이,2,0,KT
한나,0,2,KT
회향,0,1,KT
조끼,4,0,KT
폭사,1,4,KT
롯데리아,1,0,KT
모의,1,0,KT
정보사,1,0,KT
여단장,1,0,KT
박민우,1,0,KT
육군,1,0,KT
군단장,1,0,KT
낯설다,1,0,KT
정예군,1,0,KT
하대,1,2,KT
우파,2,0,KT
본모습,2,0,KT
비봡나라,1,0,KT
성추행,2,0,KT
마귀,2,0,KT
붙어먹다,2,0,KT
꾸릉이러면서,1,0,KT
렌디,0,1,KT
자살,0,2,KT
엠모바일만,1,0,KT
번쩍,2,0,KT
통화중 신호,1,0,KT
폰두,0,2,KT
후희희아,1,0,KT
비자카드,2,0,KT
앱유리,3,1,KT
현관,1,0,KT
비번,1,0,KT
뽐뿌클라스오져버렸고에,1,0,KT
입구,4,0,KT
이시다,2,0,KT
쫒아온,2,0,KT
쁘랑땅뽀르띵안녕하세요,1,0,KT
엠모바일로,1,0,KT
전화번호부,1,0,KT
렉사,1,1,KT
호렉옆에,0,1,KT
모기장,2,0,KT
그물망,2,0,KT
별똥별콜드랍,1,0,KT
실외,4,0,KT
콜드랍,1,0,KT
호렉무선,0,1,KT
별똥,1,0,KT
묶음,2,0,KT
번복,2,0,KT
라이카,2,0,KT
국물,2,0,KT
절정,1,0,KT
유무선,5,0,KT
늅늅다야상품을,1,0,KT
늅늅다야아마,1,0,KT
늅늅다야이것저것,1,0,KT
늅늅다야그렇군요,1,0,KT
늅늅다야,1,0,KT
늅늅다야기존,0,1,KT
료코즈키저,0,1,KT
늅늅다야년으로,1,0,KT
료코즈키이조건인데,1,0,KT
늅늅다야패밀리결합인데,1,0,KT
늅늅다야이왕이면,0,1,KT
변인,5,0,KT
자자,4,0,KT
염려,2,0,KT
산기,1,0,KT
악스,3,0,KT
우컁괜히,2,0,KT
우컁개통하고,2,0,KT
차코,2,4,KT
포지더블넥선약,2,0,KT
미납금,13,4,KT
주구,2,0,KT
장창,3,0,KT
체니,2,0,KT
처박다,1,4,KT
수고,7,2,KT
갑갑,0,2,KT
간절,2,0,KT
됐네요홈플,1,0,KT
암말,2,0,KT
료켄느낌,1,0,KT
별수,2,0,KT
하저,2,0,KT
콜도,11,0,KT
형편없다,2,0,KT
료켄윗분들,1,0,KT
쳐내다,2,0,KT
지 현,3,0,KT
조그맣다,2,0,KT
욕심내다,3,0,KT
달려라파랭이홈플,1,0,KT
달려라파랭이조금만,0,1,KT
달려라파랭이여전히,1,0,KT
달려라파랭이,1,0,KT
요절,0,1,KT
이츠히츠저도,2,0,KT
이츠히츠수거,0,1,KT
선인,5,0,KT
인터파크,1,0,KT
고아,1,0,KT
내포,2,0,KT
민하,1,1,KT
이왕,3,0,KT
가무기,0,1,KT
옲기려하는데,1,0,KT
비차,1,0,KT
수긍,1,0,KT
루헨진의쒜체일,1,0,KT
오잉어루헨진의쒜체아,1,0,KT
힌댕이재발급비용,0,1,KT
모르겟어요,2,0,KT
이현재,1,0,KT
날씬,1,0,KT
뚱이,1,0,KT
미술,2,0,KT
어원,1,0,KT
멀쩡히,1,0,KT
현타의훨윈드일,1,0,KT
허참,4,0,KT
넘어가서듀얼심으로,1,0,KT
들로,1,0,KT
비타민,1,0,KT
절호,1,0,KT
유익,2,0,KT
설문,1,0,KT
동아제약,2,0,KT
쇼핑백,1,0,KT
생리,1,0,KT
북극,3,1,KT
유지인,5,0,KT
투썸플레이스,0,2,KT
스위트홈,1,0,KT
스브스브오리보리요즘가족결합은,1,0,KT
나이는몇살인지아실까요뽐검색해보니,1,0,KT
쓰호천사예전에,1,0,KT
되묻다,2,0,KT
라 주,2,0,KT
애도,2,0,KT
바뢰,1,0,KT
쉐어링도,1,0,KT
정중,2,0,KT
해주겠죠갤럭시그랜드,1,0,KT
기타로,3,2,KT
넣고나니듀얼심,1,0,KT
프레디,5,0,KT
뾰로롱꼬마마뇨요즘폰,1,0,KT
간헐,2,0,KT
테이,3,0,KT
됩나다,2,0,KT
포장지,2,0,KT
민팃처럼,1,0,KT
송편,1,1,KT
승탱이취소,1,0,KT
생전,1,0,KT
징징,1,0,KT
졸리다,0,1,KT
탈세,0,2,KT
통지서,1,0,KT
괘씸,2,0,KT
총알,0,1,KT
수탈,2,0,KT
상의,2,0,KT
등치다,2,0,KT
고지서,0,2,KT
이스라,0,4,KT
어르다,2,2,KT
되나멤버쉽,1,0,KT
리모,3,1,KT
곰팅군플,1,0,KT
고가도,2,0,KT
흑점,6,2,KT
번개,2,0,KT
이바,1,0,KT
요거,1,0,KT
곰팅군큰일,1,0,KT
시나브로,2,0,KT
랙걸려서,2,0,KT
에무,1,0,KT
잡것,2,0,KT
달래다,2,2,KT
판매원,1,0,KT
흐미,2,0,KT
된다면기본료,1,0,KT
맞나요아니면기본료온라인할인슬림할인,1,0,KT
해답,1,0,KT
이투,6,0,KT
우잉,0,1,KT
유흥,0,2,KT
인걸,0,2,KT
셋팅을,2,0,KT
두려움,1,0,KT
원형,1,0,KT
장제,1,0,KT
웹사이트,2,0,KT
증빙,2,0,KT
도하,1,0,KT
안군,0,3,KT
고카,1,0,KT
캐논,1,0,KT
듀얼넘버라고,2,0,KT
동동사랑넵넵,1,0,KT
작별,1,0,KT
계산떄려보고,0,2,KT
라츠걸스다음날,0,1,KT
안내서,0,2,KT
안내원,2,0,KT
모서리,2,0,KT
정신없다,1,0,KT
사비,1,0,KT
우기,1,0,KT
쁘띠멍못받을듯잘,0,1,KT
덤탱이,3,0,KT
쒸울수,2,0,KT
어택,2,0,KT
어영부영,2,0,KT
쁘띠멍껏다는말은,0,1,KT
어택땅쁘띠멍추측인데요,1,0,KT
쁘띠멍,1,0,KT
라에,0,1,KT
비데,1,0,KT
잘못이죵,0,2,KT
쩝중고보상이나,1,0,KT
루루슈슈다똑같아요쿠폰가만중고보상만네페만카드할인만즘다똑같아요,1,0,KT
가마,1,0,KT
중고보상만네페만카드할인만즘,1,0,KT
페난트레넵,1,0,KT
있으며엠모바일,1,0,KT
엠모랑,1,0,KT
큽니다엠모는,1,0,KT
엠모보다는,1,0,KT
동일합니다엠모바일,1,0,KT
있구요엠모바일은,1,0,KT
같습니다갤럭시,1,0,KT
빠짐없이,2,0,KT
이정성,1,0,KT
날아흩어져엠모바일,1,0,KT
받는듯엠모바일,1,0,KT
열차뿌뿌완전,1,0,KT
드옹,2,0,KT
찬우,0,1,KT
라츠걸스전,0,1,KT
라츠걸스근데,1,0,KT
납일,2,0,KT
뒤적이다,1,0,KT
세피아,1,0,KT
세로줄,1,0,KT
공공요금,2,0,KT
정포,0,2,KT
허청,2,2,KT
기미,2,0,KT
스팸 광고,2,0,KT
싱하,2,0,KT
정오,3,0,KT
송만,2,0,KT
포일,0,1,KT
뿌빠빱전,1,0,KT
나날,1,0,KT
가원,1,0,KT
원모,1,0,KT
푸념,2,0,KT
라츠걸스일이라고,1,0,KT
라운드어라운드부럽,1,0,KT
안오네요부럽,1,0,KT
시일,4,0,KT
발할라,1,0,KT
할배,2,0,KT
간신히,4,0,KT
도이치,2,0,KT
모녀,1,0,KT
스노,2,0,KT
아이패드 미니,0,2,KT
싶구요실버쉐도우,1,0,KT
같습니다갤럭시야,1,0,KT
모루,1,0,KT
난이도,1,0,KT
퉁친다는줄,1,0,KT
지긋,2,0,KT
에델렛정말,1,0,KT
에델렛역시,1,0,KT
도성,0,2,KT
공임,0,2,KT
반은,1,0,KT
했는데듀얼로,1,0,KT
자린고비,1,0,KT
서고,1,0,KT
곰팅군아,1,0,KT
쪼끔,2,0,KT
곰팅군뭐,1,0,KT
곰팅군명의가,1,0,KT
초창기,3,0,KT
뽕뿌뽀티빙,1,0,KT
이허,1,0,KT
바버,2,0,KT
스도,1,0,KT
벗기다,1,0,KT
퇴물,1,0,KT
힌댕이저도,1,2,KT
보냅니다유선충전안됨민팃은,1,0,KT
곰팅군일로,0,1,KT
라츠걸스유튜브는,0,1,KT
도통,1,0,KT
라츠걸스번이는,1,0,KT
루헨진의쒜체네,1,1,KT
자연산미꾸라지넹넹,1,0,KT
파트너쉽제품인,0,2,KT
년놈,1,0,KT
미친년,1,0,KT
알머스라는,1,0,KT
짭성,1,0,KT
되고짭성,1,0,KT
클케가,0,2,KT
알머스,4,0,KT
재질,2,0,KT
조인,1,0,KT
개인차,0,2,KT
영일,0,1,KT
곧이어,0,2,KT
이타,2,4,KT
곰팅군오늘,1,0,KT
가서일,1,0,KT
가어,0,2,KT
청기,1,1,KT
팬택 베가,1,0,KT
어용,2,0,KT
빤쓰무슨,1,0,KT
심주,1,0,KT
카이저샵,1,0,KT
해지샵,1,0,KT
고오,2,0,KT
이뻐요한손에,1,0,KT
두맘이넵,1,0,KT
흐리다,0,2,KT
이사은,1,0,KT
내용물,2,0,KT
성품,1,0,KT
아문,1,0,KT
횡설수설,1,0,KT
제아,1,0,KT
스부스부눈물,0,1,KT
득템이네요상담원이,0,1,KT
득템이네요,0,1,KT
쩔쩔매다,1,0,KT
훗날,1,0,KT
예감,1,0,KT
코피,0,1,KT
갤캠스,3,1,KT
힁긔힁긔깜빵가기전에,2,0,KT
화장,4,0,KT
불멸,14,0,KT
강나루,4,2,KT
바르다,8,0,KT
숨지다,2,0,KT
조윤선,4,0,KT
홍유경,2,0,KT
라진,2,0,KT
한둘,0,4,KT
토라,4,0,KT
바른,4,0,KT
잡혀가다,0,4,KT
야번,0,2,KT
모델링,0,4,KT
가만두다,0,4,KT
흘러내리다,0,4,KT
성형,4,0,KT
미그,0,2,KT
됩니당그냥,0,2,KT
됩니당,0,2,KT
힌댕이이심인데,2,0,KT
빼에에엑지연보상된다는,1,0,KT
고사전,1,1,KT
빠나나쨔응오라잇이신가요,1,0,KT
보낼까하는데만추가만만민팃으로,1,0,KT
넵넵넵넵,1,0,KT
사내,3,0,KT
완료헸습니다,1,0,KT
프러크르번호이동이요번호이동이요,1,0,KT
전인,1,0,KT
감사하겟습니다,1,0,KT
라츠걸스사전예약하셨으면,1,0,KT
찌아,1,0,KT
있겟네요,2,0,KT
쌉니다뽐뿌마트개통철회이력있으면,2,0,KT
됩니더개통철회이력있으면,2,0,KT
됩니더,2,0,KT
외지,4,0,KT
돌리,1,0,KT
조국,0,2,KT
블링블링,0,1,KT
로안,1,0,KT
앨버트로스마이틴즈만,1,0,KT
마이틴즈만,1,0,KT
퓨어스앨버트로스본인명의,0,1,KT
앨버트로스퓨어스저거,1,0,KT
퓨어스,1,0,KT
마이틴즈,0,2,KT
만비즈,1,0,KT
통신료,2,0,KT
잘리다,1,0,KT
라츠걸스신청을,1,0,KT
통신사앱이,2,0,KT
라츠걸스예상금액,0,1,KT
잠들다,1,0,KT
휴 카드,3,0,KT
실속,1,0,KT
선뵈다,1,0,KT
김영,1,0,KT
섭가,1,0,KT
상조,1,0,KT
일반보험소상공인여행자펫자동차,1,0,KT
불특정,2,0,KT
생략,4,0,KT
모이라이,1,0,KT
김영섭,4,0,KT
성남시,4,0,KT
분당구,4,0,KT
정자동,3,0,KT
향도,4,0,KT
케나,4,0,KT
그룰룰트루상관없습니다상관없습니다,0,1,KT
연락하셨나요뮨자가,1,0,KT
땅크,1,0,KT
이타미챗봇에서,0,1,KT
금방되던데요챗봇에서,0,1,KT
가려,1,0,KT
우컁그건,1,0,KT
우컁맞아요,1,0,KT
우컁저도,1,0,KT
우컁네네,1,1,KT
실버쉐도우했습니다,0,2,KT
구정,1,0,KT
밤새,0,2,KT
저어,2,0,KT
트랙터,0,2,KT
구난,0,2,KT
중집,0,1,KT
천재지변,2,2,KT
눈이이만큼캬하하딱,1,0,KT
눈이이만큼캬하하,1,0,KT
니빠스일,1,0,KT
욌습니다,2,0,KT
구우,0,1,KT
이츠히츠일,0,1,KT
이츠히츠이정도면,1,0,KT
이츠히츠그러게요,1,0,KT
이츠히츠,1,1,KT
얼씨구나,1,0,KT
왕한,1,0,KT
뿡빵이부가가,1,0,KT
휴우,1,0,KT
강타,1,0,KT
징발,1,0,KT
징무릅은,1,0,KT
찝찝하네요,1,0,KT
무릅은,2,0,KT
장동,1,0,KT
아녔나보네요가족결합때문에,1,0,KT
아녔나보네요,1,0,KT
서사,0,2,KT
코쿠스번호이동은,0,1,KT
바라람꽃가입,0,1,KT
조식,1,0,KT
데이터쉐어링으로,1,0,KT
데쉐를,2,0,KT
번호데쉐,2,0,KT
덩달다,2,0,KT
세륨,1,0,KT
일렉트로,2,0,KT
안감,1,0,KT
깨닫다,1,0,KT
신세,1,0,KT
꽃길,1,0,KT
뿌꾸,1,0,KT
잠꾸러기,1,0,KT
처지다,2,1,KT
잡채,3,0,KT
해피엔딩,2,0,KT
순수이성비판,1,0,KT
뽐뻐입니다당신은,1,0,KT
